#chr	start	end	value	options
rw6	134169246	134318112	2052.3	stroke_color=dgreen
rw12	108782690	108857583	2052.7	stroke_color=dgreen
rw13	33818049	33973946	2054.3	stroke_color=dgreen
rw17	40140254	40172178	2055	stroke_color=dgreen
rw8	144511284	144517827	2055	stroke_color=dgreen
rw2	229763837	229923234	2057.5	stroke_color=dgreen
rw1	6521347	6554598	2058.1	stroke_color=dgreen
rw11	65572349	65574198	2058.5	stroke_color=dgreen
rw9	34179005	34252523	2059.6	stroke_color=dgreen
rw3	146515178	146544841	2059.7	stroke_color=dgreen
rw7	129830732	129952960	2060.1	stroke_color=dgreen
rw1	36224416	36305357	2062.1	stroke_color=dgreen
rw14	20768427	20770948	2062.1	stroke_color=dgreen
rw19	14088417	14090420	2062.1	stroke_color=dgreen
rw5	34905260	34915675	2062.1	stroke_color=dgreen
rw8	38988808	38996816	2062.5	stroke_color=dgreen
rw17	41966741	41977736	2063	stroke_color=dgreen
rw2	231892242	231892298	2063	stroke_color=dgreen
rw3	170222432	170305982	2063	stroke_color=dgreen
rw13	37000373	37009614	2064.3	stroke_color=dgreen
rw2	190343470	190371665	2065.8	stroke_color=dgreen
rw16	46979	53632	2067	stroke_color=dgreen
rw3	37862178	37984469	2067.3	stroke_color=dgreen
rw4	6707701	6709879	2069.2	stroke_color=dgreen
rw22	17592136	17628822	2070.9	stroke_color=dgreen
rw1	114704464	114716894	2071.7	stroke_color=dgreen
rw1	229271062	229305894	2072.5	stroke_color=dgreen
rw9	128255829	128276007	2072.5	stroke_color=dgreen
rw19	42297033	42302800	2073	stroke_color=dgreen
rw11	62790315	62792014	2073.1	stroke_color=dgreen
rw22	35738736	36028892	2074.5	stroke_color=dgreen
rw1	45688175	45694436	2075.6	stroke_color=dgreen
rw14	24290598	24299833	2076.8	stroke_color=dgreen
rw17	7561992	7571969	2077.5	stroke_color=dgreen
rw8	86514427	86561498	2077.8	stroke_color=dgreen
rw1	51236273	51273447	2078.4	stroke_color=dgreen
rw6	36854829	36875024	2078.7	stroke_color=dgreen
rw9	130693760	130704894	2078.8	stroke_color=dgreen
rw21	36069924	36073177	2080.1	stroke_color=dgreen
rw12	96194382	96269835	2081	stroke_color=dgreen
rw17	2593629	2685617	2081	stroke_color=dgreen
rw4	109560199	109688645	2081.5	stroke_color=dgreen
rw2	73729830	73740104	2081.6	stroke_color=dgreen
rw12	121918557	122003927	2083.2	stroke_color=dgreen
rw12	53268266	53293643	2083.9	stroke_color=dgreen
rw12	51245349	51270418	2085	stroke_color=dgreen
rw15	78149362	78170542	2088.5	stroke_color=dgreen
rw1	224385143	224434299	2088.8	stroke_color=dgreen
rw8	38104965	38140080	2090.8	stroke_color=dgreen
rw10	92291163	92353964	2091.3	stroke_color=dgreen
rw6	159969099	160106551	2091.4	stroke_color=dgreen
rw15	63323531	63382110	2091.7	stroke_color=dgreen
rw5	16451519	16470327	2091.9	stroke_color=dgreen
rw15	66293256	66333898	2093.5	stroke_color=dgreen
rw11	66257294	66267861	2094.7	stroke_color=dgreen
rw19	45332629	45333188	2094.7	stroke_color=dgreen
rw12	57762334	57767193	2095.4	stroke_color=dgreen
rw3	62318973	62336213	2095.9	stroke_color=dgreen
rw19	40422501	40426025	2096.2	stroke_color=dgreen
rw12	121400083	121424352	2096.3	stroke_color=dgreen
rw19	34404398	34426168	2098.2	stroke_color=dgreen
rw16	67562407	67639185	2098.7	stroke_color=dgreen
rw1	162497174	162529629	2100.3	stroke_color=dgreen
rw21	41739369	41767089	2100.8	stroke_color=dgreen
rw7	75027119	75073881	2101.4	stroke_color=dgreen
rw8	103414714	103443453	2102	stroke_color=dgreen
rw10	28532588	28623112	2102.3	stroke_color=dgreen
rw16	1776712	1782605	2102.9	stroke_color=dgreen
rw15	33866227	34074458	2103.5	stroke_color=dgreen
rw19	1609290	1652426	2103.6	stroke_color=dgreen
rw19	45075739	45091524	2106.1	stroke_color=dgreen
rw12	50109635	50120457	2106.6	stroke_color=dgreen
rw19	6210381	6279948	2106.6	stroke_color=dgreen
rw21	44300034	44327381	2108.6	stroke_color=dgreen
rw4	119296419	119304445	2110.4	stroke_color=dgreen
rw6	143059363	143340343	2110.5	stroke_color=dgreen
rw20	45174899	45176544	2111.8	stroke_color=dgreen
rw7	1530732	1543043	2112.2	stroke_color=dgreen
rw1	93561786	93847150	2113	stroke_color=dgreen
rw2	200889327	200903932	2116.9	stroke_color=dgreen
rw17	81932384	81937328	2117.6	stroke_color=dgreen
rw9	96620028	96621416	2117.6	stroke_color=dgreen
rw19	2732524	2740076	2117.7	stroke_color=dgreen
rw10	13317428	13348298	2118.6	stroke_color=dgreen
rw18	11851390	11854449	2120.3	stroke_color=dgreen
rw1	42925375	42959176	2121.5	stroke_color=dgreen
rw15	34358888	34367196	2122.2	stroke_color=dgreen
rw2	8756908	8757866	2122.2	stroke_color=dgreen
rw19	49555468	49580601	2122.3	stroke_color=dgreen
rw7	116862509	116919259	2122.8	stroke_color=dgreen
rw16	14974591	15139349	2122.9	stroke_color=dgreen
rw13	19173770	19181852	2125	stroke_color=dgreen
rw1	1232249	1235041	2126.3	stroke_color=dgreen
rw9	131576770	131739944	2127.1	stroke_color=dgreen
rw11	45909669	45918123	2129	stroke_color=dgreen
rw11	85628573	85636539	2129.6	stroke_color=dgreen
rw2	112541915	112577153	2129.9	stroke_color=dgreen
rw10	1040023	1056699	2132.7	stroke_color=dgreen
rw19	1941149	1981338	2135.5	stroke_color=dgreen
rw2	152717893	152761253	2136	stroke_color=dgreen
rw10	119140913	119165709	2136.6	stroke_color=dgreen
rw12	47841537	47905031	2137.2	stroke_color=dgreen
rw11	3797724	3826371	2138	stroke_color=dgreen
rw9	130578857	130638352	2139.8	stroke_color=dgreen
rw2	74505043	74507694	2139.9	stroke_color=dgreen
rw13	24420930	24512993	2140.3	stroke_color=dgreen
rw17	36495755	36535457	2141.8	stroke_color=dgreen
rw9	125241663	125365011	2141.8	stroke_color=dgreen
rw12	118016701	118033564	2144.5	stroke_color=dgreen
rw2	218270392	218346793	2145.4	stroke_color=dgreen
rw1	236536173	236604541	2145.8	stroke_color=dgreen
rw1	53226892	53238610	2146.1	stroke_color=dgreen
rw9	122185652	122228893	2146.5	stroke_color=dgreen
rw10	102132994	102150333	2147	stroke_color=dgreen
rw3	32996608	33097202	2147	stroke_color=dgreen
rw9	34086383	34126773	2147.5	stroke_color=dgreen
rw3	47585888	47781915	2147.7	stroke_color=dgreen
rw12	31073581	31104799	2148.7	stroke_color=dgreen
rw5	98769295	98796494	2149.9	stroke_color=dgreen
rw5	163453488	163460137	2150.7	stroke_color=dgreen
rw16	3022620	3024296	2152.4	stroke_color=dgreen
rw17	7459366	7484249	2154.1	stroke_color=dgreen
rw19	12875211	12881521	2156.4	stroke_color=dgreen
rw4	75642769	75724525	2158	stroke_color=dgreen
rw17	6444205	6451065	2158.3	stroke_color=dgreen
rw4	17486393	17512234	2159.7	stroke_color=dgreen
rw12	111766887	111809985	2159.8	stroke_color=dgreen
rw17	41974005	42021371	2163.6	stroke_color=dgreen
rw4	76435100	76783253	2164.7	stroke_color=dgreen
rw9	128455155	128501292	2165.9	stroke_color=dgreen
rw6	21593741	21598619	2166.4	stroke_color=dgreen
rw22	49918630	49927540	2166.7	stroke_color=dgreen
rw1	88615287	88648319	2167.3	stroke_color=dgreen
rw3	196739857	196832647	2167.3	stroke_color=dgreen
rw2	27771717	27779741	2167.5	stroke_color=dgreen
rw11	64803514	64811294	2168.2	stroke_color=dgreen
rw8	22138020	22141935	2169.7	stroke_color=dgreen
rw10	101031229	101041241	2173.4	stroke_color=dgreen
rw17	47823272	47831541	2174.9	stroke_color=dgreen
rw19	18831935	18868232	2176.5	stroke_color=dgreen
rw2	222860984	222943401	2178.7	stroke_color=dgreen
rw16	31201486	31202776	2179.3	stroke_color=dgreen
rw4	2843727	2930076	2179.4	stroke_color=dgreen
rw17	5440912	5469060	2179.7	stroke_color=dgreen
rw11	68261335	68272001	2179.8	stroke_color=dgreen
rw12	112418732	112509918	2179.9	stroke_color=dgreen
rw5	168486458	168519306	2180.5	stroke_color=dgreen
rw20	31514410	31569567	2180.9	stroke_color=dgreen
rw7	27525440	27663001	2181.4	stroke_color=dgreen
rw6	44219505	44234151	2181.8	stroke_color=dgreen
rw1	40942175	40945143	2184.8	stroke_color=dgreen
rw5	69415112	69442063	2186	stroke_color=dgreen
rw13	31134974	31163109	2186.4	stroke_color=dgreen
rw21	43865160	43987594	2188.6	stroke_color=dgreen
rw10	100997107	101007836	2190	stroke_color=dgreen
rw1	162561506	162599843	2190.8	stroke_color=dgreen
rw19	39125780	39179406	2192.2	stroke_color=dgreen
rw1	1512143	1534687	2192.6	stroke_color=dgreen
rw3	63833870	63864399	2194.7	stroke_color=dgreen
rw3	48465520	48467645	2196.2	stroke_color=dgreen
rw19	35745577	35747155	2197.2	stroke_color=dgreen
rw4	101023430	101347471	2197.5	stroke_color=dgreen
rw19	32597001	32675196	2197.9	stroke_color=dgreen
rw2	131476007	131482934	2197.9	stroke_color=dgreen
rw3	32481312	32502911	2198	stroke_color=dgreen
rw20	43457864	43463605	2198.1	stroke_color=dgreen
rw6	43522330	43576075	2199.5	stroke_color=dgreen
rw12	53380195	53416446	2199.7	stroke_color=dgreen
rw1	6247346	6260990	2199.9	stroke_color=dgreen
rw11	94706436	94876753	2200.2	stroke_color=dgreen
rw5	179732850	179777286	2201.2	stroke_color=dgreen
rw17	15627966	15682879	2201.5	stroke_color=dgreen
rw12	27710773	27756304	2202.8	stroke_color=dgreen
rw4	52872982	53366111	2203.6	stroke_color=dgreen
rw15	66490328	66497808	2206.4	stroke_color=dgreen
rw15	83255884	83284716	2207.8	stroke_color=dgreen
rw15	67521184	67527303	2207.9	stroke_color=dgreen
rw1	26529758	26575030	2208.4	stroke_color=dgreen
rw2	10570766	10689987	2209.1	stroke_color=dgreen
rw7	135165780	135170826	2209.1	stroke_color=dgreen
rw1	151166022	151170297	2210	stroke_color=dgreen
rw6	33572546	33580299	2212.6	stroke_color=dgreen
rw7	73568944	73578683	2213.8	stroke_color=dgreen
rw12	120687124	120701864	2213.9	stroke_color=dgreen
rw2	227472172	227561222	2214.4	stroke_color=dgreen
rw2	219373458	219400017	2215	stroke_color=dgreen
rw3	119669525	119677396	2215.1	stroke_color=dgreen
rw2	224470150	224585397	2215.8	stroke_color=dgreen
rw14	96502376	96567116	2217.5	stroke_color=dgreen
rw19	10871577	10922775	2219.5	stroke_color=dgreen
rw5	74721204	74767371	2220.7	stroke_color=dgreen
rw8	144393231	144409400	2221	stroke_color=dgreen
rw10	102673727	102714433	2222.4	stroke_color=dgreen
rw10	60778331	60794852	2223	stroke_color=dgreen
rw17	20868433	20905230	2223.1	stroke_color=dgreen
rw2	3531813	3558371	2223.1	stroke_color=dgreen
rw2	73828916	73873656	2227.1	stroke_color=dgreen
rw11	47214942	47239218	2227.9	stroke_color=dgreen
rw15	76931621	76950260	2230	stroke_color=dgreen
rw22	45163845	45188011	2232.5	stroke_color=dgreen
rw17	38419286	38512392	2233.5	stroke_color=dgreen
rw11	60913899	60923443	2233.8	stroke_color=dgreen
rw19	15114974	15125799	2233.9	stroke_color=dgreen
rw8	117799363	118111819	2235.7	stroke_color=dgreen
rw17	76712832	76726799	2239.1	stroke_color=dgreen
rw16	30650717	30656413	2242	stroke_color=dgreen
rw1	161120977	161132783	2242.1	stroke_color=dgreen
rw2	95274416	95291320	2243.3	stroke_color=dgreen
rw5	143277931	143435512	2245.2	stroke_color=dgreen
rw10	58269102	58289259	2246.2	stroke_color=dgreen
rw22	31064180	31104624	2251.5	stroke_color=dgreen
rw1	44850522	44986722	2252.3	stroke_color=dgreen
rw20	35668688	35699365	2252.4	stroke_color=dgreen
rw3	52198083	52214327	2252.9	stroke_color=dgreen
rw9	101533849	101563344	2253.7	stroke_color=dgreen
rw3	14112077	14124871	2256	stroke_color=dgreen
rw5	141620876	141636856	2258.1	stroke_color=dgreen
rw21	37065364	37073158	2258.7	stroke_color=dgreen
rw5	175478511	175529742	2259.3	stroke_color=dgreen
rw19	12995756	13098796	2260.2	stroke_color=dgreen
rw22	21759657	21867680	2260.9	stroke_color=dgreen
rw8	120395844	120445407	2260.9	stroke_color=dgreen
rw2	9474532	9517208	2261.8	stroke_color=dgreen
rw15	41309268	41332729	2264.7	stroke_color=dgreen
rw11	65570459	65571888	2266	stroke_color=dgreen
rw15	74445977	74461188	2266.3	stroke_color=dgreen
rw1	11919588	11926428	2268.5	stroke_color=dgreen
rw17	75874164	75878600	2270.6	stroke_color=dgreen
rw2	200870907	200889333	2271	stroke_color=dgreen
rw11	34438925	34472060	2271.6	stroke_color=dgreen
rw17	78991716	79009817	2271.6	stroke_color=dgreen
rw7	100139565	100140698	2273.2	stroke_color=dgreen
rw18	9475532	9538108	2274.6	stroke_color=dgreen
rw6	138830570	138833614	2274.6	stroke_color=dgreen
rw16	22297366	22335103	2274.7	stroke_color=dgreen
rw5	126776623	126837020	2276	stroke_color=dgreen
rw12	120095094	120116839	2277.1	stroke_color=dgreen
rw19	55262222	55280383	2277.4	stroke_color=dgreen
rw1	43979202	43991171	2277.8	stroke_color=dgreen
rw1	247297413	247333376	2278.8	stroke_color=dgreen
rw19	45406209	45410766	2284.7	stroke_color=dgreen
rw16	4461689	4474895	2285.5	stroke_color=dgreen
rw19	42198593	42220152	2285.8	stroke_color=dgreen
rw20	59033145	59042846	2285.8	stroke_color=dgreen
rw16	88643289	88651085	2289.1	stroke_color=dgreen
rw20	36213337	36236461	2290.3	stroke_color=dgreen
rw1	46674036	46692098	2290.5	stroke_color=dgreen
rw9	108992409	108992569	2290.8	stroke_color=dgreen
rw2	101151583	101155444	2292.5	stroke_color=dgreen
rw17	28744005	28750958	2292.9	stroke_color=dgreen
rw15	88459478	88467402	2296.2	stroke_color=dgreen
rw19	44954585	44993346	2296.8	stroke_color=dgreen
rw20	62642445	62685830	2297.1	stroke_color=dgreen
rw6	13621498	13711580	2299.5	stroke_color=dgreen
rw1	93345921	93362592	2300.6	stroke_color=dgreen
rw14	21477176	21499177	2300.7	stroke_color=dgreen
rw1	31296982	31365722	2301.7	stroke_color=dgreen
rw13	52652696	52688298	2302.2	stroke_color=dgreen
rw22	42583721	42614962	2302.2	stroke_color=dgreen
rw1	219173831	219212865	2302.3	stroke_color=dgreen
rw1	67701466	67833779	2304.4	stroke_color=dgreen
rw4	39044801	39142823	2304.9	stroke_color=dgreen
rw10	131967683	131982013	2305.8	stroke_color=dgreen
rw12	117143780	117190495	2306.2	stroke_color=dgreen
rw20	63895102	63936031	2306.6	stroke_color=dgreen
rw9	127786026	127790773	2308.8	stroke_color=dgreen
rw8	22367249	22434129	2309.1	stroke_color=dgreen
rw19	11553043	11559236	2309.6	stroke_color=dgreen
rw19	5691834	5720452	2310.6	stroke_color=dgreen
rw20	2099799	2148555	2310.8	stroke_color=dgreen
rw15	43804535	43824753	2313.2	stroke_color=dgreen
rw5	141653401	141682233	2315.8	stroke_color=dgreen
rw16	47081520	47144025	2316.4	stroke_color=dgreen
rw6	31615192	31617021	2316.6	stroke_color=dgreen
rw7	141006161	141014981	2316.6	stroke_color=dgreen
rw6	116571367	116593601	2317.8	stroke_color=dgreen
rw19	44809059	44821421	2319.6	stroke_color=dgreen
rw19	48755559	48758330	2319.6	stroke_color=dgreen
rw11	62646848	62653302	2322.8	stroke_color=dgreen
rw13	75548867	75606020	2323.2	stroke_color=dgreen
rw4	98878456	98930635	2323.6	stroke_color=dgreen
rw6	2988640	3019876	2323.7	stroke_color=dgreen
rw14	73490934	73493401	2325.4	stroke_color=dgreen
rw5	77430933	77620611	2326.5	stroke_color=dgreen
rw17	7588180	7590170	2328.2	stroke_color=dgreen
rw12	49558294	49568225	2328.3	stroke_color=dgreen
rw9	25676389	25678858	2329.5	stroke_color=dgreen
rw10	121957088	121975228	2329.8	stroke_color=dgreen
rw6	42984499	43012345	2333.4	stroke_color=dgreen
rw19	14566078	14572077	2333.6	stroke_color=dgreen
rw17	28855025	28861054	2334.1	stroke_color=dgreen
rw16	641849	648474	2334.6	stroke_color=dgreen
rw17	39726495	39726561	2335.2	stroke_color=dgreen
rw2	191245185	191425389	2336.1	stroke_color=dgreen
rw19	17231885	17245342	2338.4	stroke_color=dgreen
rw17	38297023	38323218	2340.2	stroke_color=dgreen
rw10	125836340	125881315	2340.7	stroke_color=dgreen
rw2	26786014	26794589	2341.6	stroke_color=dgreen
rw2	20447071	20449445	2343.1	stroke_color=dgreen
rw10	102065367	102068038	2343.3	stroke_color=dgreen
rw22	37559778	37569405	2344.8	stroke_color=dgreen
rw9	129738336	129777327	2345.1	stroke_color=dgreen
rw5	176647387	176659058	2346.2	stroke_color=dgreen
rw7	139340359	139423457	2346.3	stroke_color=dgreen
rw5	134402065	134414603	2346.4	stroke_color=dgreen
rw14	34561409	34630160	2346.8	stroke_color=dgreen
rw9	122264603	122325297	2347.3	stroke_color=dgreen
rw6	150865679	151101887	2347.7	stroke_color=dgreen
rw16	2752329	2771412	2349.2	stroke_color=dgreen
rw5	129094749	129114028	2350.4	stroke_color=dgreen
rw2	70985938	70994873	2350.8	stroke_color=dgreen
rw7	44748547	44769881	2352.3	stroke_color=dgreen
rw12	47963547	47968878	2353.3	stroke_color=dgreen
rw11	65711996	65719606	2354.6	stroke_color=dgreen
rw7	135557914	135648753	2356.6	stroke_color=dgreen
rw10	68332011	68343196	2357.7	stroke_color=dgreen
rw9	136428615	136439859	2358.5	stroke_color=dgreen
rw6	17615035	17706834	2359.1	stroke_color=dgreen
rw15	90954695	90963543	2359.6	stroke_color=dgreen
rw17	9250471	9575958	2361.6	stroke_color=dgreen
rw6	89080710	89085160	2362.6	stroke_color=dgreen
rw8	41490562	41510980	2362.9	stroke_color=dgreen
rw9	33264879	33282069	2363.4	stroke_color=dgreen
rw1	27970344	28088675	2363.5	stroke_color=dgreen
rw3	139357587	139389680	2365	stroke_color=dgreen
rw12	109999169	110039432	2365.2	stroke_color=dgreen
rw6	134960378	135054898	2365.3	stroke_color=dgreen
rw7	45100100	45111747	2365.7	stroke_color=dgreen
rw19	48900050	48923283	2367.4	stroke_color=dgreen
rw3	49020475	49023495	2372.9	stroke_color=dgreen
rw9	128504692	128542301	2373.9	stroke_color=dgreen
rw6	149724315	149746572	2374	stroke_color=dgreen
rw7	99438940	99457373	2374.3	stroke_color=dgreen
rw17	4538896	4555386	2375	stroke_color=dgreen
rw17	48070052	48101521	2377	stroke_color=dgreen
rw17	82519718	82604607	2377.3	stroke_color=dgreen
rw22	20917398	20953749	2378.1	stroke_color=dgreen
rw10	101588332	101609653	2378.5	stroke_color=dgreen
rw14	45115599	45134529	2379.2	stroke_color=dgreen
rw11	65916810	65919060	2383.5	stroke_color=dgreen
rw3	99816632	99823865	2384	stroke_color=dgreen
rw1	12019242	12032049	2386.7	stroke_color=dgreen
rw16	19113932	19121630	2389.5	stroke_color=dgreen
rw5	132257658	132273454	2390.4	stroke_color=dgreen
rw14	49767589	49785660	2391.2	stroke_color=dgreen
rw2	101007228	101195326	2391.8	stroke_color=dgreen
rw8	47773108	47960183	2391.9	stroke_color=dgreen
rw15	63504511	63594640	2392.1	stroke_color=dgreen
rw21	34073523	34143034	2394.4	stroke_color=dgreen
rw14	24234403	24243027	2394.8	stroke_color=dgreen
rw7	74453790	74602605	2395.3	stroke_color=dgreen
rw19	54115376	54131719	2395.8	stroke_color=dgreen
rw19	18588685	18592337	2397.2	stroke_color=dgreen
rw16	66802878	66830977	2397.7	stroke_color=dgreen
rw7	44044640	44061716	2398.1	stroke_color=dgreen
rw5	139475528	139482790	2398.8	stroke_color=dgreen
rw15	25337234	25439043	2399.8	stroke_color=dgreen
rw11	112226365	112233973	2400.7	stroke_color=dgreen
rw2	199955317	199964125	2400.8	stroke_color=dgreen
rw6	36676460	36687339	2401.1	stroke_color=dgreen
rw8	79918860	80030271	2402	stroke_color=dgreen
rw1	94168907	94275068	2402.7	stroke_color=dgreen
rw7	100428698	100434126	2403.1	stroke_color=dgreen
rw16	67029147	67101058	2403.8	stroke_color=dgreen
rw5	134601149	134632843	2404.4	stroke_color=dgreen
rw12	56202504	56221982	2405.8	stroke_color=dgreen
rw3	156674416	156706770	2408.4	stroke_color=dgreen
rw11	107790991	107859188	2409.7	stroke_color=dgreen
rw6	108559823	108684769	2409.7	stroke_color=dgreen
rw3	134157133	134250843	2410.4	stroke_color=dgreen
rw15	40978880	41116354	2410.8	stroke_color=dgreen
rw17	759309	782331	2411.4	stroke_color=dgreen
rw21	43414509	43427126	2414.1	stroke_color=dgreen
rw16	66552563	66566287	2415.9	stroke_color=dgreen
rw16	21597221	21657473	2417.3	stroke_color=dgreen
rw3	179562880	179588405	2417.5	stroke_color=dgreen
rw7	100428698	100434126	2420.2	stroke_color=dgreen
rw5	179862071	179907856	2420.6	stroke_color=dgreen
rw9	35088688	35096601	2420.6	stroke_color=dgreen
rw2	74526648	74529897	2421	stroke_color=dgreen
rw15	90388241	90502243	2422	stroke_color=dgreen
rw15	89784895	89814854	2422.6	stroke_color=dgreen
rw2	218398338	218405941	2424.3	stroke_color=dgreen
rw4	37588059	37686377	2424.4	stroke_color=dgreen
rw17	7484379	7514618	2425.4	stroke_color=dgreen
rw2	63840950	63891562	2425.8	stroke_color=dgreen
